"","X","Category","ProductName","Reviewer","Verified","DateOfReview","Rating"
"993",993,"headset","turtle beach recon 70 playstation gaming headset for ps5, ps4, playstation, xbox series x, xbox series s, xbox one, nintendo switch, mobile, & pc with 3.5mm - removable mic, 40mm speakers - black","arcticknight325","verified purchase","reviewed in the united kingdom on 19 february 2024",2
"994",994,"headset","turtle beach recon 70 playstation gaming headset for ps5, ps4, playstation, xbox series x, xbox series s, xbox one, nintendo switch, mobile, & pc with 3.5mm - removable mic, 40mm speakers - black","gabriel","verified purchase","reviewed in belgium on 2 march 2023",5
"995",995,"headset","turtle beach recon 70 playstation gaming headset for ps5, ps4, playstation, xbox series x, xbox series s, xbox one, nintendo switch, mobile, & pc with 3.5mm - removable mic, 40mm speakers - black","gabriel","verified purchase","reviewed in india on 22 july 2020",2
"996",996,"headset","turtle beach recon 70 playstation gaming headset for ps5, ps4, playstation, xbox series x, xbox series s, xbox one, nintendo switch, mobile, & pc with 3.5mm - removable mic, 40mm speakers - black","ayush","verified purchase","reviewed in canada on 28 november 2023",2
"997",997,"headset","turtle beach recon 70 playstation gaming headset for ps5, ps4, playstation, xbox series x, xbox series s, xbox one, nintendo switch, mobile, & pc with 3.5mm - removable mic, 40mm speakers - black","amazon customer","verified purchase","reviewed in the united kingdom on 19 february 2024",4
"998",998,"headset","turtle beach recon 70 playstation gaming headset for ps5, ps4, playstation, xbox series x, xbox series s, xbox one, nintendo switch, mobile, & pc with 3.5mm - removable mic, 40mm speakers - black","pw","verified purchase","reviewed in spain on 4 december 2023",4
"999",999,"headset","turtle beach recon 70 playstation gaming headset for ps5, ps4, playstation, xbox series x, xbox series s, xbox one, nintendo switch, mobile, & pc with 3.5mm - removable mic, 40mm speakers - black","angel di gianni","verified purchase","reviewed in france on 21 august 2023",4
"1000",1000,"headset","turtle beach recon 70 playstation gaming headset for ps5, ps4, playstation, xbox series x, xbox series s, xbox one, nintendo switch, mobile, & pc with 3.5mm - removable mic, 40mm speakers - black","fougerolle","verified purchase","reviewed in germany on 5 december 2023",4
"1001",1001,"headset","poly blackwire c3220 usb-a wired headset","marco fiorini","verified purchase","reviewed in italy on 3 august 2023",4
"1002",1002,"headset","poly blackwire c3220 usb-a wired headset","veer","verified purchase","reviewed in india on 25 may 2023",5
"1003",1003,"headset","poly blackwire c3220 usb-a wired headset","steve b","verified purchase","reviewed in the united states on 17 february 2024",5
"1004",1004,"headset","poly blackwire c3220 usb-a wired headset","soni","verified purchase","reviewed in canada on 3 april 2023",5
"1005",1005,"headset","poly blackwire c3220 usb-a wired headset","josu","verified purchase","reviewed in mexico on 28 july 2021",4
"1006",1006,"headset","poly blackwire c3220 usb-a wired headset","syndsynd","verified purchase","reviewed in germany on 30 january 2024",1
"1007",1007,"headset","poly blackwire c3220 usb-a wired headset","michael","verified purchase","reviewed in poland on 14 april 2023",5
"1008",1008,"headset","poly blackwire c3220 usb-a wired headset","lionel","verified purchase","reviewed in the netherlands on 8 july 2021",5
"1009",1009,"headset","poly blackwire c3220 usb-a wired headset","f jp","verified purchase","reviewed in france on 11 march 2022",4
"1010",1010,"headset","poly blackwire c3220 usb-a wired headset","mohnish mirchandani","verified purchase","reviewed in the united kingdom on 5 january 2024",5
"1011",1011,"headset","poly blackwire c3220 usb-a wired headset","aru","verified purchase","reviewed in singapore on 8 may 2022",4
"1012",1012,"headset","poly blackwire c3220 usb-a wired headset","olivier ","verified purchase","reviewed in belgium on 15 december 2023",5
"1013",1013,"headset","poly blackwire c3220 usb-a wired headset","cliente amazon","verified purchase","reviewed in spain on 8 january 2024",4
"1014",1014,"headset","poly blackwire c3220 usb-a wired headset","miri","verified purchase","reviewed in germany on 8 december 2023",5
"1015",1015,"headset","poly blackwire c3220 usb-a wired headset","rooney","verified purchase","reviewed in the united kingdom on 15 september 2023",5
"1016",1016,"headset","poly blackwire c3220 usb-a wired headset","fatjon vorpsi","verified purchase","reviewed in italy on 30 april 2023",4
"1017",1017,"headset","poly blackwire c3220 usb-a wired headset","jake s.","verified purchase","reviewed in the united states on 27 february 2024",5
"1018",1018,"headset","poly blackwire c3220 usb-a wired headset","sara","verified purchase","reviewed in france on 17 november 2023",5
"1019",1019,"headset","poly blackwire c3220 usb-a wired headset","edwin zapata","verified purchase","reviewed in spain on 22 november 2023",5
"1020",1020,"headset","poly blackwire c3220 usb-a wired headset","nandlal","verified purchase","reviewed in india on 18 december 2023",5
"1021",1021,"headset","poly blackwire c3220 usb-a wired headset","koper12345","verified purchase","reviewed in the netherlands on 22 july 2022",4
"1022",1022,"headset","poly blackwire c3220 usb-a wired headset","raghu","verified purchase","reviewed in india on 21 february 2024",2
"1023",1023,"headset","poly blackwire c3220 usb-a wired headset","óscar","verified purchase","reviewed in spain on 29 may 2022",5
"1024",1024,"headset","poly blackwire c3220 usb-a wired headset","cynthia ","verified purchase","reviewed in france on 14 september 2023",5
"1025",1025,"headset","poly blackwire c3220 usb-a wired headset","simon nitschke","verified purchase","reviewed in the united kingdom on 11 may 2023",4
"1026",1026,"headset","poly blackwire c3220 usb-a wired headset","abako srl","verified purchase","reviewed in italy on 25 september 2023",5
"1027",1027,"headset","poly blackwire c3220 usb-a wired headset","aramis","verified purchase","reviewed in germany on 19 november 2023",3
"1028",1028,"headset","poly blackwire c3220 usb-a wired headset","filippo","verified purchase","reviewed in italy on 19 january 2023",4
"1029",1029,"headset","poly blackwire c3220 usb-a wired headset","filippo","verified purchase","reviewed in germany on 16 november 2023",5
"1030",1030,"headset","poly blackwire c3220 usb-a wired headset","klaudia66","verified purchase","reviewed in the united kingdom on 3 november 2023",5
"1031",1031,"headset","poly blackwire c3220 usb-a wired headset","linda henderson","verified purchase","reviewed in the united states on 12 september 2023",4
"1032",1032,"headset","poly blackwire c3220 usb-a wired headset","cm","verified purchase","reviewed in france on 19 january 2024",5
"1033",1033,"headset","poly blackwire c3220 usb-a wired headset","ignacio blázquez gonzález","verified purchase","reviewed in spain on 2 february 2024",5
"1034",1034,"headset","poly blackwire c3220 usb-a wired headset","nitin","verified purchase","reviewed in india on 24 february 2024",4
"1035",1035,"headset","poly blackwire c3220 usb-a wired headset","r whyler","verified purchase","reviewed in the united kingdom on 27 september 2023",5
"1036",1036,"headset","poly blackwire c3220 usb-a wired headset","isabel","verified purchase","reviewed in spain on 21 august 2023",5
"1037",1037,"headset","poly blackwire c3220 usb-a wired headset","eric giblock","verified purchase","reviewed in the united states on 14 november 2023",5
"1038",1038,"headset","poly blackwire c3220 usb-a wired headset","ales","verified purchase","reviewed in france on 4 january 2024",5
"1039",1039,"headset","poly blackwire c3220 usb-a wired headset","drig","verified purchase","reviewed in india on 10 january 2022",5
"1040",1040,"headset","poly blackwire c3220 usb-a wired headset","maria a.","verified purchase","reviewed in italy on 30 november 2022",5
"1041",1041,"headset","poly blackwire c3220 usb-a wired headset","conny w.","verified purchase","reviewed in germany on 6 january 2024",4
"1042",1042,"headset","poly blackwire c3220 usb-a wired headset","olaf","verified purchase","reviewed in germany on 24 february 2024",5
"1043",1043,"headset","poly blackwire c3220 usb-a wired headset","consumer","verified purchase","reviewed in the united states on 14 december 2021",5
"1044",1044,"headset","poly blackwire c3220 usb-a wired headset","keerthi","verified purchase","reviewed in india on 2 may 2023",5
"1045",1045,"headset","poly blackwire c3220 usb-a wired headset","giovanni m","verified purchase","reviewed in italy on 17 november 2020",4
"1046",1046,"headset","poly blackwire c3220 usb-a wired headset","giovanni m","verified purchase","reviewed in the united kingdom on 31 october 2023",5
"1047",1047,"headset","poly blackwire c3220 usb-a wired headset","amazon customer","verified purchase","reviewed in spain on 19 january 2023",5
"1048",1048,"headset","poly blackwire c3220 usb-a wired headset","star","verified purchase","reviewed in france on 25 september 2023",4
"1049",1049,"headset","poly blackwire c3220 usb-a wired headset","cchou","verified purchase","reviewed in italy on 23 october 2023",5
"1050",1050,"headset","poly blackwire c3220 usb-a wired headset","mauro","verified purchase","reviewed in spain on 14 october 2023",5
"1051",1051,"headset","jabra evolve2 40 pc headset – noise cancelling microsoft teams certified stereo headphones with 3-microphone call technology – usb-a cable – black","bianca chung","verified purchase","reviewed in australia on 16 may 2021",4
"1052",1052,"headset","jabra evolve2 40 pc headset – noise cancelling microsoft teams certified stereo headphones with 3-microphone call technology – usb-a cable – black","alistair b leak","verified purchase","reviewed in australia on 28 may 2021",5
"1053",1053,"headset","jabra evolve2 40 pc headset – noise cancelling microsoft teams certified stereo headphones with 3-microphone call technology – usb-a cable – black","bianca chung","verified purchase","reviewed in australia on 16 may 2021",3
"1054",1054,"headset","jabra evolve2 40 pc headset – noise cancelling microsoft teams certified stereo headphones with 3-microphone call technology – usb-a cable – black","saki","verified purchase","reviewed in australia on 19 october 2022",5
"1055",1055,"headset","jabra evolve2 40 pc headset – noise cancelling microsoft teams certified stereo headphones with 3-microphone call technology – usb-a cable – black","anon","verified purchase","reviewed in australia on 26 march 2023",5
